property_id,city,state,county,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,last_sale_price,assessed_value,owner_occupied,avm_value_modelA,avm_value_modelB,assessment_ratio,assessment_flag,avm_residual_pct
P-101203,Grand Rapids,MI,Kent,Single Family,7,3.0,5220,6378,1947,354404.82,305226.75,False,342058.03,499061.49,1.1611,Under-assessed,3.48
P-101204,Jacksonville,FL,Duval,Condo,2,2.0,3031,3217,1962,604446.09,601236.09,False,630304.05,431860.74,1.0053,Within band,-4.28
P-101205,Minneapolis,MN,Hennepin,Townhouse,4,2.0,5256,14188,1924,626247.3,570515.34,True,596692.04,537692.51,1.0977,Within band,4.72
P-101206,Eugene,OR,Lane,Townhouse,4,2.0,5938,16455,2018,648455.62,520073.25,True,618655.73,920702.68,1.2469,Under-assessed,4.6
P-101207,Irvine,CA,Orange,Single Family,1,1.0,4664,12695,1983,1049170.34,862399.53,False,865763.52,1032347.2,1.2166,Under-assessed,17.48
P-101208,Atlanta,GA,Fulton,Townhouse,5,1.5,5439,8687,1986,497737.81,466821.6,False,503515.34,525255.2,1.0662,Within band,-1.16
P-101210,Albuquerque,NM,Bernalillo,Single Family,7,5.0,5458,11145,1930,329027.94,282232.17,False,322991.17,416879.87,1.1658,Under-assessed,1.83
P-101211,Austin,TX,Travis,Single Family,3,4.5,2734,7178,2011,744598.02,745136.41,True,748248.61,659831.59,0.9993,Within band,-0.49
P-101212,Rockville,MD,Montgomery,Single Family,6,3.0,3212,8319,1935,947491.49,1040666.2,True,1000847.45,811946.86,0.9105,Within band,-5.63
P-101213,Provo,UT,Utah,Single Family,2,5.0,3645,12557,1990,431485.35,426524.39,True,445676.36,552292.56,1.0116,Within band,-3.29
P-101214,Queens,NY,Queens,Multi Family,3,4.0,6410,16245,1946,3094202.5,2695109.16,False,2922773.66,3182247.54,1.1481,Under-assessed,5.54
P-101215,St. Louis,MO,St. Louis,Single Family,7,4.0,4592,5289,1984,681470.72,659334.33,False,711602.59,600539.67,1.0336,Within band,-4.42
P-101216,Wichita,KS,Sedgwick,Single Family,7,4.0,3701,5343,1932,381522.9,368575.33,True,402075.26,480335.31,1.0351,Within band,-5.39
P-101217,Tampa,FL,Hillsborough,Single Family,2,1.0,3168,6868,1996,825887.39,662446.86,True,774416.23,677553.77,1.2467,Under-assessed,6.23
P-101219,Philadelphia,PA,Philadelphia,Single Family,3,2.5,711,2969,2015,419806.5,403176.36,False,415199.4,296295.95,1.0412,Within band,1.1
P-101220,Waukegan,IL,Lake,Multi Family,2,1.0,3845,10329,1950,458498.72,417825.01,False,466597.54,610401.53,1.0973,Within band,-1.77
P-101221,Seattle,WA,King,Townhouse,1,2.0,1080,4967,2001,537878.1,452127.79,True,521186.54,590217.38,1.1897,Under-assessed,3.1
P-101222,Louisville,KY,Jefferson,Single Family,4,1.0,1005,11216,2011,536088.0,450268.02,False,530377.53,582277.19,1.1906,Under-assessed,1.07
P-101223,Seattle,WA,King,Townhouse,3,3.0,3298,6986,1985,726216.97,584522.59,True,633047.85,1382095.57,1.2424,Under-assessed,12.83
P-101224,Waukegan,IL,Lake,Single Family,5,3.5,1823,3843,1983,600894.19,537481.34,True,601093.82,535631.83,1.118,Under-assessed,-0.03
P-101225,Brooklyn,NY,Kings,Single Family,7,4.0,3926,4188,1936,1050058.01,1153269.85,True,1110018.91,1189731.1,0.9105,Within band,-5.71
P-101226,Austin,TX,Travis,Single Family,4,4.5,1369,6546,1974,162095.5,151074.84,True,162986.94,313965.73,1.0729,Within band,-0.55
P-101227,Charlotte,NC,Mecklenburg,Multi Family,3,3.5,2351,3941,2007,753087.38,814607.63,True,840049.53,508391.74,0.9245,Within band,-11.55
P-101228,San Francisco,CA,San Francisco,Multi Family,5,2.5,4119,9527,1969,3149782.86,2741934.61,False,2950797.72,2176438.81,1.1487,Under-assessed,6.32
P-101229,Kansas City,MO,Jackson,Single Family,2,4.5,4483,16460,1931,542807.49,573563.83,True,569514.94,549017.09,0.9464,Within band,-4.92
P-101230,Saint Paul,MN,Ramsey,Townhouse,6,4.5,2342,13525,1937,284059.98,261750.41,True,277511.2,392919.96,1.0852,Within band,2.31
P-101231,Kansas City,MO,Jackson,Condo,5,2.0,2433,14244,1988,796623.63,670922.32,True,682664.67,443488.9,1.1874,Under-assessed,14.31
P-101233,Reno,NV,Washoe,Single Family,3,4.0,5256,16556,1997,605421.87,584434.46,False,605677.89,544128.15,1.0359,Within band,-0.04
P-101234,Charlotte,NC,Mecklenburg,Single Family,2,4.5,4281,11939,1979,290308.27,268317.49,True,294722.7,374367.51,1.082,Within band,-1.52
P-101235,Baltimore,MD,Baltimore,Condo,4,1.0,3344,13409,1960,503358.86,522911.67,False,531683.9,695021.49,0.9626,Within band,-5.63
P-101236,San Diego,CA,San Diego,Multi Family,4,3.5,4747,7483,1974,1833001.47,1670551.86,True,1852274.34,1600649.01,1.0972,Within band,-1.05
P-101237,Charlotte,NC,Mecklenburg,Multi Family,7,3.0,3972,15914,1929,340525.11,299723.3,True,336601.96,411945.14,1.1361,Under-assessed,1.15
P-101238,Baton Rouge,LA,East Baton Rouge,Townhouse,7,1.5,2710,12519,2010,514747.16,502796.37,False,530068.99,550752.09,1.0238,Within band,-2.98
P-101239,Manhattan,NY,New York,Condo,5,3.0,3721,5382,1936,757575.12,730617.41,True,771360.75,1160845.44,1.0369,Within band,-1.82
P-101240,Everett,WA,Snohomish,Single Family,2,4.5,4179,15631,1940,869285.54,908391.33,True,930205.47,1674521.34,0.957,Within band,-7.01
P-101241,Bronx,NY,Bronx,Single Family,7,5.0,4705,13328,1938,3222429.96,2776151.97,True,3030262.56,2454884.94,1.1608,Under-assessed,5.96
P-101242,Provo,UT,Utah,Single Family,6,2.5,6317,18168,1952,568916.95,523542.53,True,567254.66,576699.58,1.0867,Within band,0.29
P-101243,Troy,MI,Oakland,Condo,5,4.0,2179,13291,1989,308324.66,325866.73,True,345411.9,468760.68,0.9462,Within band,-12.03
P-101244,Manhattan,NY,New York,Multi Family,3,3.5,3210,15210,1977,2537370.65,2753871.73,True,2644316.87,2525832.55,0.9214,Within band,-4.21
P-101245,Arlington,VA,Arlington,Single Family,1,1.0,3765,12346,1977,705094.18,735264.1,True,743928.68,816288.36,0.959,Within band,-5.51
P-101246,Pittsburgh,PA,Allegheny,Condo,7,3.0,2730,3855,2018,519587.88,489292.18,True,521352.17,354987.0,1.0619,Within band,-0.34
P-101247,Cambridge,MA,Middlesex,Single Family,1,2.5,3944,7122,1925,3139785.51,3274692.96,False,3177576.14,1901609.36,0.9588,Within band,-1.2
P-101248,Atlanta,GA,Fulton,Condo,1,3.0,1166,4649,1954,641019.27,625099.26,True,657872.61,507273.77,1.0255,Within band,-2.63
P-101249,Brooklyn,NY,Kings,Townhouse,4,3.0,4914,5129,1958,1419208.19,1332936.81,False,1419729.32,1459047.22,1.0647,Within band,-0.04
P-101250,Lexington,KY,Fayette,Condo,6,1.0,3358,12934,2000,713789.32,601086.8,True,673968.81,522884.89,1.1875,Under-assessed,5.58
P-101252,Saint Paul,MN,Ramsey,Condo,1,5.0,4084,8463,2007,527691.05,454046.47,False,523886.07,527892.0,1.1622,Under-assessed,0.72
P-101253,Troy,MI,Oakland,Condo,2,4.0,855,11387,1966,683605.83,693811.69,True,696464.2,663418.48,0.9853,Within band,-1.88
P-101254,Portland,OR,Multnomah,Condo,6,1.5,3643,5154,2023,935557.28,962975.54,False,1000319.9,727233.27,0.9715,Within band,-6.92
P-101255,Nashville,TN,Davidson,Single Family,4,2.0,2529,4716,1978,685447.52,682794.16,True,692638.69,523612.58,1.0039,Within band,-1.05
P-101256,Hempstead,NY,Nassau,Multi Family,3,3.0,6452,15334,2000,2395174.87,2398359.6,True,2422733.27,1854183.62,0.9987,Within band,-1.15
P-101257,Irvine,CA,Orange,Condo,1,5.0,5030,15258,2007,571364.21,585467.82,True,592023.78,1253466.35,0.9759,Within band,-3.62
P-101258,Fort Wayne,IN,Allen,Multi Family,2,4.0,5105,8547,1984,325588.14,303769.88,False,334368.49,391645.86,1.0718,Within band,-2.7
P-101259,San Francisco,CA,San Francisco,Single Family,6,1.0,5777,11244,2014,719058.08,749390.85,False,731587.59,1108122.16,0.9595,Within band,-1.74
P-101261,Baltimore,MD,Baltimore,Condo,3,5.0,6029,13183,2004,664545.8,715314.49,True,871087.94,777132.95,0.929,Within band,-31.08
P-101263,Albuquerque,NM,Bernalillo,Single Family,6,1.5,4899,12737,1999,590733.2,603578.82,True,607777.58,571646.14,0.9787,Within band,-2.89
P-101264,Cambridge,MA,Middlesex,Condo,4,1.0,5936,17430,1933,2745255.37,3001478.47,True,2981999.77,1519555.32,0.9146,Within band,-8.62
P-101265,Albuquerque,NM,Bernalillo,Single Family,5,4.5,5005,5880,1938,301054.2,313484.42,True,322562.97,442609.74,0.9603,Within band,-7.14
P-101266,Rockville,MD,Montgomery,Multi Family,6,4.0,3042,3396,1928,818407.69,805269.62,False,816872.25,814052.59,1.0163,Within band,0.19
P-101268,Cleveland,OH,Cuyahoga,Multi Family,7,3.5,1165,10176,1964,608926.47,585338.64,False,622532.91,737490.5,1.0403,Within band,-2.23
P-101269,Aurora,CO,Arapahoe,Single Family,3,3.5,5062,9705,2003,398797.3,377308.85,True,413491.46,486162.9,1.057,Within band,-3.68
P-101270,Austin,TX,Travis,Single Family,4,5.0,1188,11764,1956,815167.46,707873.47,True,772586.36,600104.41,1.1516,Under-assessed,5.22
P-101271,Baton Rouge,LA,East Baton Rouge,Single Family,5,2.0,4991,11627,1956,638261.58,696552.75,True,716695.8,543942.18,0.9163,Within band,-12.29
P-101272,Lexington,KY,Fayette,Multi Family,4,4.5,4365,6382,1996,702078.81,648832.37,True,689544.96,528258.39,1.0821,Within band,1.79
P-101273,Tacoma,WA,Pierce,Single Family,6,2.5,2800,12855,1995,2109864.46,2257329.88,True,2332589.23,2344665.35,0.9347,Within band,-10.56
P-101274,Fairfax,VA,Fairfax,Single Family,3,2.0,5807,10794,1955,1277102.96,1126793.49,False,1220900.49,896377.15,1.1334,Under-assessed,4.4
P-101276,Wichita,KS,Sedgwick,Single Family,6,4.5,3677,7981,2023,192291.61,156428.14,True,190204.16,361261.78,1.2293,Under-assessed,1.09
P-101277,Reno,NV,Washoe,Condo,7,3.0,6197,10388,1990,431477.55,368555.34,True,418306.13,523338.17,1.1707,Under-assessed,3.05
P-101278,Raleigh,NC,Wake,Townhouse,6,4.5,2995,12501,1945,236077.18,196967.93,True,231250.02,288319.89,1.1986,Under-assessed,2.04
P-101279,Waukegan,IL,Lake,Condo,2,4.5,4659,15318,1975,451442.19,387470.91,True,429745.15,506074.41,1.1651,Under-assessed,4.81
P-101280,Baltimore,MD,Baltimore,Single Family,1,3.0,2474,9570,1981,941832.81,931842.04,True,957242.83,940128.27,1.0107,Within band,-1.64
P-101281,Los Angeles,CA,Los Angeles,Single Family,7,1.0,3930,14453,1990,2437678.35,2054563.97,True,2381175.58,2362998.45,1.1865,Under-assessed,2.32
P-101282,Cleveland,OH,Cuyahoga,Single Family,2,1.0,2115,10343,1975,801937.41,807883.57,True,810871.84,611057.23,0.9926,Within band,-1.11
P-101283,Hempstead,NY,Nassau,Multi Family,4,4.5,900,2589,1960,679932.99,694592.75,True,711649.39,687400.91,0.9789,Within band,-4.66
P-101284,Naperville,IL,DuPage,Single Family,1,3.5,2501,12120,1936,263667.6,214666.94,False,245416.25,320781.38,1.2283,Under-assessed,6.92
P-101285,Los Angeles,CA,Los Angeles,Condo,5,1.5,2176,5908,2002,981643.41,937574.44,False,977473.9,1094632.41,1.047,Within band,0.42
P-101286,Everett,WA,Snohomish,Condo,7,3.0,5592,12845,1974,2868806.4,2522004.04,True,2815926.12,2497495.33,1.1375,Under-assessed,1.84
P-101288,Cleveland,OH,Cuyahoga,Single Family,3,2.5,5839,14209,1927,603279.05,558000.99,True,597171.58,783934.84,1.0811,Within band,1.01
P-101290,Indianapolis,IN,Marion,Multi Family,4,2.0,3039,4730,1963,490360.43,486577.83,False,507068.34,533705.66,1.0078,Within band,-3.41
P-101291,Phoenix,AZ,Maricopa,Condo,3,5.0,4115,8151,2005,570645.9,590868.26,True,594101.5,508342.18,0.9658,Within band,-4.11
P-101292,Wichita,KS,Sedgwick,Condo,1,1.5,3824,12266,2003,273452.68,226012.84,True,270447.69,381459.04,1.2099,Under-assessed,1.1
P-101293,Austin,TX,Travis,Condo,6,1.0,5154,7446,1969,690894.08,595828.39,False,652989.58,599242.68,1.1596,Under-assessed,5.49
P-101294,Portland,OR,Multnomah,Townhouse,7,2.0,3783,15293,1957,713367.21,614590.42,False,654826.57,821398.27,1.1607,Under-assessed,8.21
P-101295,Albuquerque,NM,Bernalillo,Condo,7,1.5,6070,7869,1943,620784.28,666295.81,False,665670.45,578512.43,0.9317,Within band,-7.23
P-101296,Philadelphia,PA,Philadelphia,Single Family,1,4.0,1480,4262,1964,732508.45,592058.72,False,685961.23,546475.85,1.2372,Under-assessed,6.35
P-101297,Fort Worth,TX,Tarrant,Condo,4,4.0,4548,15308,2022,279992.43,246978.41,False,271435.91,371693.4,1.1337,Under-assessed,3.06
P-101299,Fort Worth,TX,Tarrant,Condo,1,1.5,5685,15551,1925,312229.29,261210.45,True,303930.74,446218.58,1.1953,Under-assessed,2.66
P-101300,San Jose,CA,Santa Clara,Single Family,5,1.5,4578,14272,1932,1076497.15,984615.18,False,1095192.65,1231984.91,1.0933,Within band,-1.74
P-101301,Arlington,VA,Arlington,Condo,7,1.0,1708,6679,1979,1102808.29,935701.5,True,966753.31,876861.6,1.1786,Under-assessed,12.34
P-101302,Kansas City,MO,Jackson,Single Family,7,2.5,4172,11977,1985,407431.87,361949.93,True,386316.27,440991.67,1.1257,Under-assessed,5.18
P-101303,Fort Worth,TX,Tarrant,Multi Family,1,3.0,1987,6074,2002,238366.37,210998.97,False,221279.87,551562.71,1.1297,Under-assessed,7.17
P-101304,Reno,NV,Washoe,Single Family,4,1.5,3930,12906,1952,755036.03,641906.12,False,719046.71,585206.43,1.1762,Under-assessed,4.77
P-101305,Austin,TX,Travis,Single Family,5,5.0,5492,17039,1998,335215.44,360179.08,True,342352.87,438349.79,0.9307,Within band,-2.13
P-101306,Phoenix,AZ,Maricopa,Townhouse,4,4.5,3449,14318,1971,282401.63,291859.0,False,288055.56,293440.29,0.9676,Within band,-2.0
P-101309,Hempstead,NY,Nassau,Single Family,2,2.5,1770,10817,1938,1001992.95,848194.0,False,979056.44,1015435.61,1.1813,Under-assessed,2.29
P-101310,Lawrenceville,GA,Gwinnett,Condo,3,4.5,5558,7455,1949,410960.06,341316.28,True,371404.82,666499.77,1.204,Under-assessed,9.63
P-101311,Portland,OR,Multnomah,Single Family,7,4.0,2969,4896,2001,1140250.64,1035136.93,False,1084746.92,954746.91,1.1015,Under-assessed,4.87
P-101312,Scottsdale,AZ,Maricopa,Condo,1,3.0,6435,11832,1951,355000.18,319455.75,False,360999.23,446196.29,1.1113,Under-assessed,-1.69
P-101313,Rockville,MD,Montgomery,Single Family,5,1.0,2035,3427,2002,911927.27,982967.78,True,966111.08,826556.99,0.9277,Within band,-5.94
P-101314,Boise,ID,Ada,Single Family,1,2.5,6012,16179,2012,825822.74,722738.84,True,824044.16,704428.59,1.1426,Under-assessed,0.22
P-101315,Reno,NV,Washoe,Townhouse,5,3.0,6316,6657,1989,712457.18,693059.66,False,724117.0,584853.84,1.028,Within band,-1.64
P-101316,Aurora,CO,Arapahoe,Single Family,4,1.5,997,7362,1962,804454.35,699922.32,True,773851.1,867863.42,1.1493,Under-assessed,3.8
P-101317,Portland,OR,Multnomah,Condo,5,5.0,1079,3372,1965,563942.39,537780.24,False,551829.88,654958.49,1.0486,Within band,2.15
P-101318,Denver,CO,Denver,Single Family,3,1.0,4954,9574,2006,521022.84,438832.31,True,491855.86,568720.61,1.1873,Under-assessed,5.6
P-101319,Tacoma,WA,Pierce,Townhouse,2,4.0,5518,7287,1961,2080460.42,1950558.07,False,2014104.36,2258906.8,1.0666,Within band,3.19
P-101320,Houston,TX,Harris,Condo,2,2.0,5683,11219,2006,587831.34,502234.25,True,559247.37,506482.52,1.1704,Under-assessed,4.86
P-101322,Aurora,CO,Arapahoe,Single Family,3,2.5,5436,8321,1971,758939.68,715264.01,False,786657.83,662116.38,1.0611,Within band,-3.65
P-101323,Tampa,FL,Hillsborough,Townhouse,1,2.0,1838,2576,1973,194271.34,158258.23,True,189578.27,255326.97,1.2276,Under-assessed,2.42
P-101324,Fairfax,VA,Fairfax,Townhouse,6,3.5,4124,5753,1968,475469.87,428946.86,True,463239.01,508045.73,1.1085,Under-assessed,2.57
P-101325,Knoxville,TN,Knox,Townhouse,7,2.0,2458,2465,1956,739259.02,752629.92,False,749996.85,433322.36,0.9822,Within band,-1.45
P-101326,St. Louis,MO,St. Louis,Condo,7,2.5,4236,4446,2020,697270.23,619672.77,False,679796.26,599048.35,1.1252,Under-assessed,2.51
P-101328,Irvine,CA,Orange,Multi Family,4,5.0,6168,13406,1923,1628465.13,1536207.71,True,1707219.23,2103965.5,1.0601,Within band,-4.84
P-101329,Fairfax,VA,Fairfax,Multi Family,7,5.0,2930,13532,1985,741161.13,795624.95,True,794633.75,820851.58,0.9315,Within band,-7.21
P-101330,Los Angeles,CA,Los Angeles,Condo,5,5.0,5225,16642,1939,3114789.48,3143406.38,True,3092330.92,2187843.78,0.9909,Within band,0.72
P-101331,Cincinnati,OH,Hamilton,Condo,1,4.5,5999,15071,1945,745128.95,688365.3,False,768770.07,868903.78,1.0825,Within band,-3.17
P-101332,Miami,FL,Miami-Dade,Multi Family,4,3.0,2107,9169,1976,795322.94,688828.16,True,749113.35,631732.64,1.1546,Under-assessed,5.81
P-101333,Las Vegas,NV,Clark,Multi Family,3,4.0,5626,13314,1972,322938.62,307887.35,False,330587.67,467041.62,1.0489,Within band,-2.37
P-101334,Everett,WA,Snohomish,Townhouse,1,4.0,5339,7462,1992,1727360.27,1658524.21,True,1803295.01,1808578.39,1.0415,Within band,-4.4
P-101335,Eugene,OR,Lane,Townhouse,6,1.0,5628,12850,1994,1233151.4,1239865.23,True,1271237.25,970351.75,0.9946,Within band,-3.09
P-101336,Austin,TX,Travis,Condo,7,1.0,2950,8600,1983,683970.85,723224.53,False,766705.67,545106.93,0.9457,Within band,-12.1
P-101337,Naperville,IL,DuPage,Single Family,7,2.5,2181,9467,2002,690286.54,695825.85,True,710026.14,545368.0,0.992,Within band,-2.86
P-101338,Fairfax,VA,Fairfax,Condo,6,2.0,4861,11846,1945,305213.15,334675.94,False,331426.95,430704.3,0.912,Within band,-8.59
P-101341,Louisville,KY,Jefferson,Single Family,1,1.5,3318,8098,1970,205585.07,213011.82,True,215568.8,320781.8,0.9651,Within band,-4.86
P-101342,Waukegan,IL,Lake,Single Family,3,3.0,5826,6942,1927,339839.51,296542.97,True,326756.29,586983.52,1.146,Under-assessed,3.85
P-101343,Reno,NV,Washoe,Condo,4,3.5,3485,11770,1926,273726.29,271467.64,True,285187.83,341047.58,1.0083,Within band,-4.19
P-101344,Eugene,OR,Lane,Single Family,2,4.5,5982,7664,1971,1376949.28,1388205.09,True,1420066.56,1137684.53,0.9919,Within band,-3.13
P-101345,Fort Lauderdale,FL,Broward,Multi Family,1,1.5,5259,14618,1980,764749.36,712411.61,False,743588.69,661463.85,1.0735,Within band,2.77
P-101346,Philadelphia,PA,Philadelphia,Townhouse,5,2.5,3671,6777,1952,398098.92,326477.8,True,377635.8,375541.34,1.2194,Under-assessed,5.14
P-101347,Scottsdale,AZ,Maricopa,Single Family,1,4.5,6337,14233,1962,556455.29,558901.38,True,579075.34,532920.0,0.9956,Within band,-4.07
P-101348,Naperville,IL,DuPage,Condo,2,4.5,2064,9911,2016,419713.95,406305.22,False,429524.96,390798.87,1.033,Within band,-2.34
P-101349,Jacksonville,FL,Duval,Single Family,7,5.0,4426,7546,1920,537433.28,578900.19,True,556458.93,681062.21,0.9284,Within band,-3.54
P-101350,Fort Wayne,IN,Allen,Single Family,1,5.0,2996,5293,1960,220051.9,207777.28,False,225899.71,361649.96,1.0591,Within band,-2.66
P-101351,Houston,TX,Harris,Condo,2,2.5,3018,14079,1957,501310.66,502986.62,False,516735.56,526548.83,0.9967,Within band,-3.08
P-101352,Miami,FL,Miami-Dade,Single Family,4,3.5,6414,16406,1975,392896.27,361775.26,False,387917.84,587461.54,1.086,Within band,1.27
P-101353,Cincinnati,OH,Hamilton,Single Family,5,3.5,1847,4492,1956,857081.61,783337.07,False,805139.29,871578.09,1.0941,Within band,6.06
P-101354,Jacksonville,FL,Duval,Single Family,4,1.0,3564,14922,1956,493027.79,456740.96,True,488646.62,516506.13,1.0794,Within band,0.89
P-101355,Fort Worth,TX,Tarrant,Single Family,4,1.0,851,9107,1924,224949.24,217786.3,False,234389.22,315014.92,1.0329,Within band,-4.2
P-101356,Kansas City,MO,Jackson,Condo,3,4.5,1331,11163,1943,204081.62,187933.85,True,199432.16,528392.67,1.0859,Within band,2.28
P-101357,Honolulu,HI,Honolulu,Single Family,2,1.5,4653,16001,1937,2942724.75,2727861.07,True,2870540.36,2239686.58,1.0788,Within band,2.45
P-101359,Las Vegas,NV,Clark,Single Family,4,1.5,3882,14559,1945,689113.85,684627.31,False,736538.86,542232.77,1.0066,Within band,-6.88
P-101360,Waukegan,IL,Lake,Single Family,5,1.0,4911,14662,1995,303140.99,282833.63,False,317155.73,602244.12,1.0718,Within band,-4.62
P-101361,Columbia,SC,Richland,Townhouse,7,2.0,5719,16908,1926,604877.28,492860.47,True,573643.38,594797.49,1.2273,Under-assessed,5.16
P-101362,Troy,MI,Oakland,Single Family,6,4.0,4859,5953,1964,785378.62,807612.43,False,788332.35,637293.71,0.9725,Within band,-0.38
P-101363,Memphis,TN,Shelby,Condo,2,2.5,668,10709,1975,507811.85,498365.58,True,529157.04,516787.59,1.019,Within band,-4.2
P-101365,Provo,UT,Utah,Townhouse,1,1.5,5963,12459,2019,730207.1,684910.22,True,737868.69,617749.1,1.0661,Within band,-1.05
P-101367,New Orleans,LA,Orleans,Townhouse,5,4.5,4534,12150,1939,458390.6,481669.4,False,483554.87,405348.86,0.9517,Within band,-5.49
P-101368,San Antonio,TX,Bexar,Condo,1,4.5,1495,7844,1962,496619.84,425375.4,False,444257.19,631539.61,1.1675,Under-assessed,10.54
P-101369,Memphis,TN,Shelby,Condo,5,4.0,922,1840,2003,401627.57,321827.72,False,380770.9,329992.23,1.248,Under-assessed,5.19
P-101370,Fort Wayne,IN,Allen,Condo,6,1.0,1757,11417,1945,134053.92,136644.64,False,137599.97,255415.98,0.981,Within band,-2.65
P-101371,Arlington,VA,Arlington,Townhouse,3,2.0,2084,4739,1949,1321178.49,1296628.92,True,1315220.71,1079608.47,1.0189,Within band,0.45
P-101374,Reno,NV,Washoe,Condo,6,4.0,3499,11922,1945,639680.53,563111.02,False,587121.29,350361.58,1.136,Under-assessed,8.22
P-101375,Billings,MT,Yellowstone,Single Family,2,4.0,3808,8718,1986,364288.07,294632.39,True,352499.65,449255.39,1.2364,Under-assessed,3.24
P-101376,Cambridge,MA,Middlesex,Townhouse,5,2.5,5981,16611,1952,1367336.42,1493977.79,False,1604234.38,1916997.05,0.9152,Within band,-17.33
P-101377,Lakewood,CO,Jefferson,Single Family,5,3.0,3884,11477,1941,1179379.63,961596.55,False,1047428.69,830172.04,1.2265,Under-assessed,11.19
P-101380,Durham,NC,Durham,Townhouse,2,1.5,1423,3252,1938,306420.47,298095.44,True,311860.24,552098.75,1.0279,Within band,-1.78
P-101381,Queens,NY,Queens,Townhouse,1,1.0,4889,10844,1983,1131505.58,1093263.14,False,1133865.24,1593971.97,1.035,Within band,-0.21
P-101382,Los Angeles,CA,Los Angeles,Single Family,6,3.0,3418,9274,1960,2755186.59,2773346.93,True,2710517.82,2533359.61,0.9935,Within band,1.62
P-101383,Provo,UT,Utah,Multi Family,1,2.0,1311,12252,1960,767755.16,836082.92,False,766227.73,535377.44,0.9183,Within band,0.2
P-101384,Miami,FL,Miami-Dade,Condo,7,4.5,3813,6430,1921,579541.25,537332.64,True,578458.27,573563.92,1.0786,Within band,0.19
P-101385,Oklahoma City,OK,Oklahoma,Condo,3,1.0,6434,11839,2012,600125.32,577294.07,True,607128.36,559752.5,1.0395,Within band,-1.17
P-101386,Atlanta,GA,Fulton,Condo,5,1.0,3127,11353,1964,783163.08,781025.99,False,782138.61,707042.91,1.0027,Within band,0.13
P-101387,Columbus,OH,Franklin,Single Family,2,3.0,1685,9408,1966,718344.75,656264.69,False,703408.14,552852.45,1.0946,Within band,2.08
P-101388,Baton Rouge,LA,East Baton Rouge,Condo,7,2.5,5899,10800,1951,459985.35,419393.32,False,452547.94,523544.89,1.0968,Within band,1.62
P-101389,Baltimore,MD,Baltimore,Townhouse,1,4.5,5555,7627,1969,1383899.97,1442950.09,True,1369325.05,1005596.1,0.9591,Within band,1.05
P-101391,Knoxville,TN,Knox,Condo,3,1.5,3656,6875,1927,318350.52,259562.49,True,305410.43,318114.66,1.2265,Under-assessed,4.06
P-101392,Arlington,VA,Arlington,Townhouse,1,2.0,5469,10649,1984,779718.07,716545.5,True,760393.55,730193.65,1.0882,Within band,2.48
P-101394,Miami,FL,Miami-Dade,Condo,2,2.0,623,2237,1950,537625.41,457367.45,False,518706.02,358388.96,1.1755,Under-assessed,3.52
P-101395,Detroit,MI,Wayne,Single Family,2,5.0,5231,16318,2005,650572.55,703609.48,False,701522.91,582362.66,0.9246,Within band,-7.83
P-101396,Cambridge,MA,Middlesex,Single Family,1,1.0,3496,5616,1930,1233786.45,1023940.28,True,1185686.88,1615500.14,1.2049,Under-assessed,3.9
P-101397,Seattle,WA,King,Townhouse,3,1.5,2077,5627,1978,469580.27,387064.73,True,444342.38,1159468.63,1.2132,Under-assessed,5.37
P-101398,Columbus,OH,Franklin,Multi Family,3,3.5,3790,5672,1996,265130.22,251755.7,False,264003.62,492148.35,1.0531,Within band,0.42
P-101400,Provo,UT,Utah,Single Family,2,3.0,6065,12303,1928,355502.21,326100.29,False,360880.01,455228.12,1.0902,Within band,-1.51
P-101401,Denver,CO,Denver,Condo,2,1.5,3668,6708,1957,913630.43,895622.45,True,923831.79,798585.36,1.0201,Within band,-1.12
P-101402,Detroit,MI,Wayne,Condo,4,1.0,2373,8556,1990,555811.49,445147.74,False,482640.31,411684.11,1.2486,Under-assessed,13.16
P-101403,Tucson,AZ,Pima,Single Family,7,1.5,6017,16565,1941,496392.32,454194.27,False,494692.21,518885.81,1.0929,Within band,0.34
P-101404,Cincinnati,OH,Hamilton,Condo,2,3.0,4530,6562,1986,270212.05,259658.13,False,281633.99,373736.34,1.0406,Within band,-4.23
P-101405,Columbia,SC,Richland,Townhouse,4,1.0,3186,5827,1937,203035.34,169151.51,True,202059.92,367657.19,1.2003,Under-assessed,0.48
P-101406,Salt Lake City,UT,Salt Lake,Townhouse,4,2.5,1375,8058,1945,766690.61,750523.64,False,746058.29,297709.57,1.0215,Within band,2.69
P-101407,Oklahoma City,OK,Oklahoma,Single Family,1,2.5,4905,16205,2010,580182.4,618542.8,True,597867.08,603126.21,0.938,Within band,-3.05
P-101408,Boise,ID,Ada,Condo,7,2.0,1541,7914,1948,745931.07,640263.21,True,710961.98,645895.12,1.165,Under-assessed,4.69
P-101409,New Orleans,LA,Orleans,Condo,4,2.0,5526,11379,2015,350765.76,362326.11,False,364793.77,400203.95,0.9681,Within band,-4.0
P-101410,Baton Rouge,LA,East Baton Rouge,Condo,5,2.0,1791,7069,2019,869637.78,723323.33,False,836488.85,714726.35,1.2023,Under-assessed,3.81
P-101411,Albuquerque,NM,Bernalillo,Single Family,7,2.0,6389,9467,1971,752656.51,759328.1,True,777970.39,667467.04,0.9912,Within band,-3.36
