property_id,city,state,county,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,last_sale_price,assessed_value,owner_occupied
P-100620,Las Vegas,NV,Clark,Townhouse,7,3.5,6410,9182,1995,683265.72,652451.89,True
P-100621,Manhattan,NY,New York,Condo,6,5.0,3952,6785,2001,2727826.71,2952400.45,True
P-100622,Louisville,KY,Jefferson,Single Family,2,3.5,5442,15708,1922,718043.6,576683.51,False
P-100623,Boise,ID,Ada,Single Family,3,2.0,5228,10397,1972,296249.1,261244.26,False
P-100625,Indianapolis,IN,Marion,Single Family,3,1.0,1544,10015,2004,612268.66,515496.28,False
P-100626,Henderson,NV,Clark,Townhouse,6,1.5,2132,7997,1959,246941.6,211344.53,True
P-100627,Rockville,MD,Montgomery,Multi Family,3,1.0,2519,10825,1933,805183.18,709212.02,True
P-100628,Oklahoma City,OK,Oklahoma,Townhouse,7,1.0,1340,6407,2021,717342.03,648355.77,True
P-100629,San Francisco,CA,San Francisco,Single Family,6,5.0,3665,3746,1981,935955.9,880959.33,False
P-100630,Charlotte,NC,Mecklenburg,Multi Family,7,3.5,2919,13974,2013,800693.36,735160.7,False
P-100631,Phoenix,AZ,Maricopa,Single Family,5,4.0,1232,11809,1949,227702.32,185184.46,False
P-100633,Bronx,NY,Bronx,Single Family,4,4.0,4060,4953,1958,1746192.66,1729141.36,True
P-100635,Everett,WA,Snohomish,Townhouse,6,3.5,2667,9641,1963,2508738.66,2623515.47,True
P-100636,Honolulu,HI,Honolulu,Multi Family,2,2.0,1288,10053,1932,834466.61,826018.48,False
P-100638,San Francisco,CA,San Francisco,Townhouse,5,5.0,2596,13970,2022,598935.22,564122.42,True
P-100639,Tulsa,OK,Tulsa,Condo,1,4.0,5983,8109,1955,328301.56,340474.15,True
P-100640,Wichita,KS,Sedgwick,Condo,4,4.5,5168,5373,1963,385664.86,403709.58,True
P-100641,Raleigh,NC,Wake,Single Family,5,3.5,1280,4680,2015,888197.51,791570.34,True
P-100642,Hempstead,NY,Nassau,Condo,5,4.5,2522,8670,1988,851677.04,923767.86,False
P-100643,Bronx,NY,Bronx,Townhouse,3,3.5,3575,13901,1933,2475915.46,2693973.84,True
P-100644,Everett,WA,Snohomish,Townhouse,7,4.5,5975,8797,2007,3217206.7,3133711.66,False
P-100645,Wichita,KS,Sedgwick,Single Family,3,2.5,1963,11290,2000,488092.56,529850.75,True
P-100646,Bronx,NY,Bronx,Condo,3,2.0,3000,4061,1923,1081372.18,1014065.28,False
P-100647,Tulsa,OK,Tulsa,Single Family,6,1.0,6187,17276,1972,796308.92,843012.99,True
P-100648,Boise,ID,Ada,Condo,7,4.0,926,6879,1971,678967.21,671349.51,True
P-100649,Orlando,FL,Orange,Condo,7,4.5,2321,6654,1932,377420.03,310322.62,True
P-100650,Reno,NV,Washoe,Single Family,2,5.0,2962,3387,1948,806533.06,732991.17,True
P-100651,Rockville,MD,Montgomery,Single Family,5,3.0,3747,7962,2001,573501.63,495217.86,True
P-100652,Charleston,SC,Charleston,Single Family,5,5.0,3174,11748,1967,414823.42,412547.26,True
P-100653,Nashville,TN,Davidson,Single Family,6,2.5,3520,11692,1978,564138.23,604694.47,False
P-100654,Fort Worth,TX,Tarrant,Condo,7,5.0,1250,2167,1977,562027.69,490879.3,True
P-100655,Tulsa,OK,Tulsa,Single Family,2,5.0,3080,4077,1946,297517.27,305997.75,True
P-100656,Irvine,CA,Orange,Single Family,5,2.5,5501,13483,1958,2186454.27,2031055.74,False
P-100657,Honolulu,HI,Honolulu,Single Family,6,2.0,3292,11603,1981,2018310.72,1796076.91,True
P-100658,Albuquerque,NM,Bernalillo,Condo,4,4.5,1936,4865,1928,713141.49,635688.83,False
P-100659,Tucson,AZ,Pima,Single Family,1,3.0,5593,9038,1993,644072.04,545475.12,False
P-100660,Charleston,SC,Charleston,Condo,3,2.0,3108,8575,2013,396068.19,354324.18,True
P-100661,Knoxville,TN,Knox,Condo,6,3.0,3014,9133,1923,371039.72,339398.16,False
P-100662,Fort Lauderdale,FL,Broward,Townhouse,4,1.0,6001,12391,2008,868590.73,821784.46,True
P-100663,Tacoma,WA,Pierce,Single Family,6,1.5,3258,15258,1972,2964147.63,2505077.85,True
P-100664,Lexington,KY,Fayette,Single Family,2,1.5,6328,17983,2014,364889.77,331454.51,True
P-100665,Kansas City,MO,Jackson,Condo,5,1.0,1749,3701,2002,440407.58,458825.18,True
P-100666,Boston,MA,Suffolk,Single Family,5,1.5,5173,7013,1988,932582.95,982839.66,False
P-100668,Austin,TX,Travis,Condo,7,2.5,5387,16438,2018,374763.04,373295.4,False
P-100669,Manhattan,NY,New York,Single Family,7,2.0,5024,10734,1928,1448756.2,1562541.01,True
P-100670,Tucson,AZ,Pima,Single Family,1,4.0,808,8081,2015,786266.73,718746.05,False
P-100671,Tampa,FL,Hillsborough,Single Family,2,2.5,1585,9598,2014,591781.76,650135.74,True
P-100672,Cambridge,MA,Middlesex,Multi Family,7,1.5,3505,9409,1959,3001430.64,3252897.04,False
P-100673,Rockville,MD,Montgomery,Condo,2,1.0,1648,10145,1939,468264.44,481697.24,False
P-100674,Bronx,NY,Bronx,Single Family,3,1.5,1930,2421,1983,1072434.53,1059129.64,True
P-100675,Fort Worth,TX,Tarrant,Condo,2,2.0,1420,1664,1964,819807.18,759112.64,False
P-100676,Tulsa,OK,Tulsa,Single Family,3,5.0,3594,13647,2005,678725.93,643323.93,True
P-100677,Phoenix,AZ,Maricopa,Condo,2,3.0,2112,14072,2004,354864.35,387578.24,False
P-100679,Lexington,KY,Fayette,Townhouse,4,4.5,2359,9784,1999,324987.62,271477.02,True
P-100680,Fairfax,VA,Fairfax,Condo,3,1.5,3593,10581,2002,330496.79,276912.83,True
P-100681,Lakewood,CO,Jefferson,Condo,2,4.0,4785,7977,1938,1308015.38,1350883.5,False
P-100682,Columbia,SC,Richland,Condo,2,3.5,1900,3540,2007,249195.7,263569.87,True
P-100684,Oklahoma City,OK,Oklahoma,Single Family,7,2.5,3805,6417,2002,446827.24,383382.86,False
P-100686,Irvine,CA,Orange,Single Family,6,4.5,4089,13673,1941,3122539.08,3308804.29,True
P-100687,Oklahoma City,OK,Oklahoma,Multi Family,4,1.0,5826,7549,2018,338558.78,345239.49,False
P-100688,Knoxville,TN,Knox,Townhouse,4,2.5,5442,12548,2005,327288.25,342958.24,False
P-100690,San Antonio,TX,Bexar,Condo,4,1.0,4340,8493,1965,758327.38,686827.37,True
P-100691,Naperville,IL,DuPage,Single Family,7,4.5,1328,6796,1965,600794.13,625755.15,False
P-100692,Honolulu,HI,Honolulu,Multi Family,2,3.0,6394,14347,1964,1477853.81,1579432.72,True
P-100694,Detroit,MI,Wayne,Condo,4,1.0,2614,11592,1939,640666.64,517599.55,False
P-100695,Manhattan,NY,New York,Single Family,7,4.5,3995,13109,1990,3495036.42,3228354.9,False
P-100696,Durham,NC,Durham,Condo,3,5.0,3525,4787,2008,224904.39,235752.51,True
P-100697,Salt Lake City,UT,Salt Lake,Condo,7,2.5,4411,8820,1993,772558.46,761465.9,True
P-100698,Memphis,TN,Shelby,Condo,5,3.0,825,12516,1996,502831.66,517569.43,True
P-100699,Reno,NV,Washoe,Townhouse,3,1.0,5593,6460,2011,708483.73,592225.1,False
P-100700,Atlanta,GA,Fulton,Townhouse,1,1.5,3905,13309,2009,860243.31,895921.2,True
P-100701,Saint Paul,MN,Ramsey,Condo,3,1.5,3382,10783,2016,193341.75,155856.7,False
P-100702,Columbia,SC,Richland,Townhouse,5,3.5,1168,3992,1944,616455.77,526783.65,False
P-100703,Atlanta,GA,Fulton,Single Family,5,1.0,5003,6973,2023,848713.41,706411.73,False
P-100704,Lawrenceville,GA,Gwinnett,Condo,7,4.0,4269,6175,2005,552480.24,482794.06,False
P-100705,Baltimore,MD,Baltimore,Condo,5,5.0,4873,11331,2016,955657.34,845535.48,False
P-100706,Cincinnati,OH,Hamilton,Single Family,5,4.0,3105,11257,2020,721177.8,724939.26,False
P-100707,Baton Rouge,LA,East Baton Rouge,Single Family,1,3.0,3753,6837,1965,872065.95,913161.05,True
P-100709,Austin,TX,Travis,Townhouse,7,4.0,966,3520,1938,587026.28,587354.92,True
P-100710,Philadelphia,PA,Philadelphia,Condo,7,4.5,2676,12508,1921,608698.94,494592.12,True
P-100711,Fairfax,VA,Fairfax,Condo,6,4.0,2933,11719,1956,641645.79,563653.59,True
P-100712,Charleston,SC,Charleston,Multi Family,2,1.5,6282,7386,1950,460039.93,428496.17,False
P-100713,Lawrenceville,GA,Gwinnett,Townhouse,7,3.0,2037,7773,1979,276506.45,225885.99,True
P-100714,Reno,NV,Washoe,Condo,3,5.0,1919,4267,1990,872057.7,726781.38,False
P-100715,Cleveland,OH,Cuyahoga,Single Family,5,1.0,3774,13062,1935,788462.35,779383.98,False
P-100716,Lexington,KY,Fayette,Condo,6,4.5,5618,9714,1964,884502.26,828332.2,True
P-100717,Detroit,MI,Wayne,Condo,2,1.0,4367,11090,2010,806247.92,699900.34,True
P-100718,Kansas City,MO,Jackson,Multi Family,2,5.0,2286,6316,1947,675820.09,580110.84,False
P-100719,Philadelphia,PA,Philadelphia,Condo,6,4.5,3060,13276,1972,159690.85,143930.15,True
P-100720,Detroit,MI,Wayne,Single Family,6,4.0,5310,8550,1939,440805.99,385136.4,False
P-100721,Columbia,SC,Richland,Single Family,3,1.5,3166,9010,1945,699995.76,624584.2,False
P-100722,Rockville,MD,Montgomery,Single Family,2,2.0,4001,5941,1988,1392277.79,1179933.33,False
P-100724,Fairfax,VA,Fairfax,Single Family,2,2.0,5712,10628,2006,772338.9,643583.48,True
P-100725,Knoxville,TN,Knox,Single Family,3,3.0,2173,10584,1955,885988.39,838927.09,True
P-100726,Saint Paul,MN,Ramsey,Single Family,6,1.5,3327,12359,1924,221906.89,178236.36,False
P-100727,Detroit,MI,Wayne,Multi Family,4,3.5,1684,7356,2012,324038.59,306750.85,True
P-100728,Las Vegas,NV,Clark,Single Family,2,1.5,2050,8167,1928,240124.78,209168.76,True
P-100730,Austin,TX,Travis,Townhouse,6,5.0,2178,9977,1945,672425.35,660077.84,True
P-100731,Boston,MA,Suffolk,Condo,5,2.5,6334,8365,2009,2773082.89,2374076.24,True
P-100732,Philadelphia,PA,Philadelphia,Condo,5,1.0,5964,17162,1952,339530.33,278209.79,False
P-100733,Houston,TX,Harris,Townhouse,6,1.5,5262,9561,2013,774985.64,703248.13,True
P-100734,Tucson,AZ,Pima,Single Family,3,4.0,4398,12006,1977,239094.18,245111.13,True
P-100735,Queens,NY,Queens,Single Family,2,2.0,2377,3930,1922,1643439.51,1448309.05,True
P-100736,Tacoma,WA,Pierce,Multi Family,7,2.0,4592,15500,1927,1527776.69,1252886.62,True
P-100737,Arlington,VA,Arlington,Single Family,3,3.0,6203,16336,1974,1033952.11,867308.42,False
P-100738,Louisville,KY,Jefferson,Condo,3,2.5,3160,13545,1980,733708.79,661972.03,False
P-100739,Baton Rouge,LA,East Baton Rouge,Townhouse,5,1.5,3746,6176,1999,370890.85,351338.28,True
P-100740,Tacoma,WA,Pierce,Single Family,3,3.5,5684,13590,1991,895666.6,973589.85,True
P-100741,Lawrenceville,GA,Gwinnett,Condo,5,5.0,2913,6979,2021,413286.95,432122.9,True
P-100742,San Francisco,CA,San Francisco,Single Family,5,4.5,3173,4938,1955,1840626.87,1862510.12,True
P-100743,Tampa,FL,Hillsborough,Multi Family,5,1.0,5751,12865,2002,372629.7,334615.19,False
P-100744,Cambridge,MA,Middlesex,Single Family,1,5.0,1938,13633,1950,730171.19,797124.84,True
P-100745,Provo,UT,Utah,Condo,7,1.5,2297,9645,1940,209894.34,184334.75,True
P-100746,Baltimore,MD,Baltimore,Single Family,5,3.5,3245,9594,2016,1061196.72,855087.61,False
P-100747,Oakland,CA,Alameda,Single Family,1,3.5,6349,7669,1994,3139023.22,3357416.65,True
P-100748,Omaha,NE,Douglas,Condo,7,3.0,3340,6547,1961,820383.94,685636.12,False
P-100749,Naperville,IL,DuPage,Condo,2,3.0,6250,17296,1947,811588.68,723134.59,True
P-100750,San Antonio,TX,Bexar,Condo,4,4.0,6497,11860,1978,887699.0,910919.07,False
P-100751,Irvine,CA,Orange,Condo,1,3.0,4245,10494,2013,2182738.28,1809860.67,False
P-100752,Pittsburgh,PA,Allegheny,Condo,4,2.5,1585,12016,2015,862891.49,698174.38,False
P-100755,San Diego,CA,San Diego,Single Family,5,2.0,3657,14447,1967,2664905.74,2248404.18,True
P-100757,Hempstead,NY,Nassau,Single Family,5,3.5,5025,15391,2015,936255.31,910141.07,False
P-100759,Phoenix,AZ,Maricopa,Condo,6,4.5,1875,13244,2016,266898.28,285035.37,False
P-100760,Aurora,CO,Arapahoe,Single Family,2,2.0,6174,7342,1928,604120.68,559763.28,True
P-100761,Detroit,MI,Wayne,Single Family,6,1.0,6163,14213,1924,509995.98,412745.92,True
P-100763,Scottsdale,AZ,Maricopa,Single Family,2,4.0,1377,1545,2007,220139.64,220706.02,True
P-100764,Tacoma,WA,Pierce,Townhouse,1,5.0,4623,7472,1977,1344837.9,1091934.34,True
P-100765,Fairfax,VA,Fairfax,Single Family,7,4.0,959,5911,1943,568107.18,570896.55,False
P-100766,Miami,FL,Miami-Dade,Townhouse,1,4.5,4664,10671,2021,665158.54,673488.08,True
P-100768,Baltimore,MD,Baltimore,Condo,2,2.0,3060,5242,2015,1141768.68,1040787.88,False
P-100769,Aurora,CO,Arapahoe,Condo,6,4.5,4518,12361,1947,418856.42,404577.51,False
P-100770,Baltimore,MD,Baltimore,Multi Family,7,3.5,2446,6746,1972,371607.62,302069.68,False
P-100771,Troy,MI,Oakland,Condo,4,2.0,2577,12390,1986,344349.59,283233.26,True
P-100772,Cleveland,OH,Cuyahoga,Townhouse,3,5.0,5558,10917,1959,787195.54,750537.41,False
P-100773,Lexington,KY,Fayette,Townhouse,5,5.0,5649,15993,1928,316242.49,341620.4,False
P-100774,Louisville,KY,Jefferson,Multi Family,3,3.0,5496,12440,2005,634106.68,623907.78,True
P-100775,Columbus,OH,Franklin,Single Family,1,3.0,5831,9878,1946,586542.37,615351.44,True
P-100776,Seattle,WA,King,Single Family,3,1.5,3684,12706,1970,459964.57,480017.81,True
P-100777,Cambridge,MA,Middlesex,Single Family,5,1.5,4502,11664,1969,1405083.04,1200406.59,False
P-100779,Tulsa,OK,Tulsa,Single Family,5,3.5,2401,5216,2023,873791.78,752284.36,True
P-100780,Seattle,WA,King,Condo,4,2.0,2021,5631,1955,777530.07,778578.55,True
P-100781,Philadelphia,PA,Philadelphia,Townhouse,7,4.0,788,9656,2017,331944.18,332605.86,True
P-100782,Detroit,MI,Wayne,Multi Family,2,4.0,2296,5866,1960,395547.08,345957.22,False
P-100783,Louisville,KY,Jefferson,Townhouse,3,3.5,3720,4055,1982,460307.64,493797.97,True
P-100785,Tucson,AZ,Pima,Single Family,5,1.0,5290,16015,2020,731725.1,792057.76,False
P-100786,Dallas,TX,Dallas,Single Family,5,1.5,4389,13456,2017,407765.86,344894.72,False
P-100788,Bronx,NY,Bronx,Condo,7,4.5,6150,12621,1990,2101480.31,2241518.35,False
P-100791,St. Louis,MO,St. Louis,Single Family,3,3.5,1035,6778,1979,829325.78,826033.03,False
P-100792,Baltimore,MD,Baltimore,Condo,2,1.0,1429,3820,2015,1153326.03,943381.58,True
P-100793,Kansas City,MO,Jackson,Townhouse,1,4.5,4593,11693,2017,520897.88,538500.25,False
P-100794,Reno,NV,Washoe,Single Family,5,4.0,2859,9320,1948,152675.49,122695.28,True
P-100795,Minneapolis,MN,Hennepin,Single Family,3,4.5,1141,4730,1979,833804.54,898379.81,False
P-100796,Wichita,KS,Sedgwick,Townhouse,6,3.5,4914,7463,2005,651926.68,636889.26,False
P-100797,Saint Paul,MN,Ramsey,Multi Family,1,3.0,2710,4454,1938,552910.98,572286.6,False
P-100798,Columbus,OH,Franklin,Condo,2,4.5,6030,7116,2019,364886.46,298138.11,True
P-100799,Tampa,FL,Hillsborough,Multi Family,5,2.5,3920,10966,1950,343444.72,357649.2,True
P-100800,Miami,FL,Miami-Dade,Single Family,7,2.0,1020,1054,1980,258506.99,229406.06,False
P-100802,Brooklyn,NY,Kings,Condo,1,4.5,5568,9234,2008,1315275.92,1388466.99,True
P-100803,Billings,MT,Yellowstone,Townhouse,2,2.5,4378,6814,2010,241070.88,197105.44,True
P-100804,Las Vegas,NV,Clark,Condo,6,3.0,6409,9845,1980,631821.7,535127.26,False
P-100805,Arlington,VA,Arlington,Multi Family,6,3.5,5241,16707,1943,308926.44,262356.93,True
P-100806,Scottsdale,AZ,Maricopa,Multi Family,1,1.0,5773,11683,2011,387511.14,353374.19,True
P-100808,Baton Rouge,LA,East Baton Rouge,Townhouse,5,2.5,3181,12862,1948,470431.64,502164.12,True
P-100810,New Orleans,LA,Orleans,Multi Family,5,3.5,2051,10981,2003,276200.52,256548.89,True
P-100811,Hempstead,NY,Nassau,Single Family,3,1.5,2965,8035,1989,2559250.35,2100061.8,True
P-100812,Atlanta,GA,Fulton,Condo,4,5.0,1600,9484,2005,599205.48,494332.79,True
P-100813,Omaha,NE,Douglas,Condo,2,4.5,5773,11530,1923,385341.01,399906.74,False
P-100814,Omaha,NE,Douglas,Single Family,5,4.5,3772,9051,2002,407719.23,330625.17,False
P-100815,Billings,MT,Yellowstone,Single Family,2,1.5,5471,13999,1991,717577.62,603289.82,False
P-100816,Omaha,NE,Douglas,Condo,1,1.5,1049,5967,2005,871980.84,879629.88,False
P-100817,Irvine,CA,Orange,Condo,3,2.0,6431,7955,1937,3290801.47,3224537.17,False
P-100818,Decatur,GA,DeKalb,Condo,3,5.0,5034,6339,2023,675994.83,717291.44,True
P-100819,Lakewood,CO,Jefferson,Single Family,1,1.5,5419,5484,1933,1369682.85,1288552.34,True
P-100820,Charlotte,NC,Mecklenburg,Single Family,6,1.0,4452,8030,2013,672365.97,686726.7,False
P-100821,Lexington,KY,Fayette,Townhouse,6,4.0,2176,10823,1957,388528.94,424318.85,True
P-100822,Raleigh,NC,Wake,Condo,6,2.0,5323,8343,2002,572559.21,500779.77,True
P-100823,Brooklyn,NY,Kings,Single Family,7,1.0,3986,5738,1963,1079317.01,911047.46,False
P-100824,Charleston,SC,Charleston,Condo,4,3.5,2140,13049,2004,309359.44,335575.46,True
P-100825,Kansas City,MO,Jackson,Single Family,3,3.0,2050,9032,2018,130738.74,134502.71,False
P-100826,Chicago,IL,Cook,Single Family,2,1.0,2520,13091,1982,419973.69,400196.84,True
P-100828,Austin,TX,Travis,Multi Family,5,3.5,611,8492,1944,266150.06,237379.62,True
P-100829,Tulsa,OK,Tulsa,Condo,3,1.0,3353,9200,1980,711962.69,640786.89,False
P-100830,Tucson,AZ,Pima,Single Family,1,5.0,4214,15984,1937,292171.08,252886.09,True
P-100831,Boise,ID,Ada,Townhouse,1,1.5,2650,12452,1988,702205.83,612578.38,False
P-100832,Waukegan,IL,Lake,Townhouse,3,1.0,4098,15507,1964,849030.77,794443.82,False
P-100833,Lawrenceville,GA,Gwinnett,Condo,7,2.5,2219,4391,1957,479466.99,448224.97,False
P-100834,Saint Paul,MN,Ramsey,Townhouse,1,5.0,2034,13247,1973,204649.05,173391.01,True
P-100835,Fort Wayne,IN,Allen,Condo,6,2.5,4278,11239,1942,596540.03,556883.68,False
P-100836,Denver,CO,Denver,Single Family,1,2.5,6336,15077,1934,972077.82,1042844.98,True
P-100837,Tucson,AZ,Pima,Single Family,2,5.0,5124,6493,1963,529559.18,464898.66,True
P-100838,Brooklyn,NY,Kings,Multi Family,6,5.0,1256,6529,1978,952135.64,1045278.85,False
P-100839,San Antonio,TX,Bexar,Townhouse,1,1.5,6235,9354,1981,863409.15,804432.88,False
P-100840,Knoxville,TN,Knox,Condo,7,3.0,2736,5345,1930,545704.68,534847.61,True
P-100841,Everett,WA,Snohomish,Multi Family,4,1.0,961,10778,1926,458526.55,488669.09,True
P-100842,Tacoma,WA,Pierce,Multi Family,2,3.0,4791,8524,1961,1577177.2,1435015.48,True
P-100843,Albuquerque,NM,Bernalillo,Townhouse,5,4.5,5663,11480,2020,899018.0,887617.95,True
P-100844,Tampa,FL,Hillsborough,Condo,6,1.0,2743,12992,2013,321756.07,319546.64,True
P-100845,Columbia,SC,Richland,Single Family,6,4.0,5671,16777,1957,686271.9,666662.45,True
P-100846,Charlotte,NC,Mecklenburg,Multi Family,2,1.5,3136,7262,1930,480332.92,502721.75,True
P-100847,Denver,CO,Denver,Townhouse,3,5.0,6196,9259,1957,530006.47,568924.78,True
P-100848,Cambridge,MA,Middlesex,Townhouse,2,5.0,6313,14520,1986,994286.62,894326.38,False
P-100850,St. Louis,MO,St. Louis,Single Family,6,2.5,4635,8186,1937,435895.72,479412.53,True
P-100851,Wichita,KS,Sedgwick,Condo,7,4.0,5126,16927,1987,815622.64,875532.79,True
P-100852,Jacksonville,FL,Duval,Single Family,3,3.0,5483,7444,2012,828190.74,881761.75,False
P-100853,San Jose,CA,Santa Clara,Condo,6,3.0,1491,10325,1957,1138824.47,1092094.58,False
P-100856,Columbus,OH,Franklin,Single Family,4,2.0,6210,13675,1929,369895.01,319536.04,True
P-100857,Cambridge,MA,Middlesex,Single Family,4,5.0,5876,8212,1999,1093118.77,1147137.92,True
P-100858,Austin,TX,Travis,Condo,6,5.0,1718,8393,1925,285329.38,260303.36,True
P-100859,Boston,MA,Suffolk,Single Family,6,4.5,2690,12240,2023,955083.17,935365.58,False
P-100860,Cincinnati,OH,Hamilton,Condo,7,3.5,5345,11638,2001,862509.41,728026.56,True
P-100861,Lawrenceville,GA,Gwinnett,Condo,3,2.0,4121,10743,1992,556682.03,513453.29,True
P-100862,Pittsburgh,PA,Allegheny,Condo,5,2.5,3268,14247,2004,589872.08,586956.27,True
P-100863,Memphis,TN,Shelby,Multi Family,3,1.0,5099,7511,1971,580599.46,559320.56,False
P-100864,Lexington,KY,Fayette,Condo,1,5.0,4547,11525,1932,644169.06,685837.82,True
P-100867,Philadelphia,PA,Philadelphia,Single Family,1,3.5,2406,12850,1955,330694.78,308271.98,False
P-100868,Brooklyn,NY,Kings,Single Family,5,1.5,4631,16509,2000,2969318.39,3197739.2,False
P-100869,Dallas,TX,Dallas,Single Family,2,1.5,1686,6833,1965,677636.75,583299.94,True
P-100870,Hempstead,NY,Nassau,Condo,7,4.0,2549,10958,2005,1419155.61,1346387.59,True
P-100871,Denver,CO,Denver,Townhouse,3,1.0,1753,8234,1957,912322.35,755726.66,True
P-100872,Troy,MI,Oakland,Single Family,6,5.0,1995,5053,1929,130930.55,129846.28,False
P-100873,Albuquerque,NM,Bernalillo,Townhouse,5,3.5,4624,16604,2007,593065.39,609293.76,False
P-100874,Las Vegas,NV,Clark,Single Family,4,5.0,6491,16921,1974,434169.49,406413.95,False
P-100875,Manhattan,NY,New York,Single Family,2,2.5,5754,11476,1961,2505343.26,2749978.1,False
P-100876,Eugene,OR,Lane,Condo,6,2.0,1195,10544,1937,692871.05,755697.11,True
P-100877,Saint Paul,MN,Ramsey,Single Family,1,3.5,877,10792,2008,689116.7,725315.43,False
P-100878,Denver,CO,Denver,Condo,5,1.5,5902,7278,1956,716135.25,690145.07,False
P-100879,Atlanta,GA,Fulton,Single Family,1,4.5,2851,9084,2019,180833.65,148110.78,False
P-100880,Detroit,MI,Wayne,Single Family,6,2.0,1660,6904,1986,569907.33,625905.04,False
P-100881,Grand Rapids,MI,Kent,Single Family,6,3.5,3796,10037,2013,603240.54,565230.74,True
P-100882,Atlanta,GA,Fulton,Multi Family,4,4.0,2206,4505,1965,764645.37,679195.61,True
P-100883,Seattle,WA,King,Townhouse,1,3.5,3916,6609,1953,692801.19,744622.12,False
P-100885,Charleston,SC,Charleston,Single Family,7,3.0,2743,6416,1920,271444.44,267903.2,False
P-100886,Baltimore,MD,Baltimore,Townhouse,5,2.5,2804,3421,1931,1306275.38,1199630.05,True
P-100887,Waukegan,IL,Lake,Single Family,6,5.0,1397,5298,2022,452475.06,405053.9,False
P-100888,Fort Lauderdale,FL,Broward,Multi Family,5,5.0,1599,13003,1995,528502.38,432337.51,True
P-100889,Jacksonville,FL,Duval,Multi Family,2,2.0,3310,12442,2023,832056.43,772519.07,True
P-100890,Salt Lake City,UT,Salt Lake,Townhouse,5,3.5,6083,10664,1989,613094.47,598684.52,False
P-100891,Jacksonville,FL,Duval,Townhouse,1,2.0,651,1296,1925,241635.65,220311.56,False
P-100892,Henderson,NV,Clark,Single Family,5,2.5,5788,16159,1974,553325.92,555870.38,False
P-100893,Baton Rouge,LA,East Baton Rouge,Condo,4,4.5,5820,13046,2012,860576.85,795159.1,False
P-100894,Everett,WA,Snohomish,Condo,7,1.5,1695,4814,1928,835201.03,704044.22,True
P-100896,Durham,NC,Durham,Townhouse,1,3.5,1766,11901,1931,518523.97,547801.78,True
P-100897,Indianapolis,IN,Marion,Single Family,6,2.5,2224,9480,2020,679411.6,732228.03,True
P-100898,Queens,NY,Queens,Multi Family,7,3.5,5984,15571,1929,2403090.41,2321243.36,False
P-100899,Lexington,KY,Fayette,Multi Family,1,4.5,5880,13466,2014,700054.81,606009.31,True
P-100900,Lexington,KY,Fayette,Townhouse,4,1.0,2130,11485,1942,463310.53,378353.86,False
P-100901,Waukegan,IL,Lake,Condo,2,2.0,1822,2282,2023,646672.09,543472.85,True
P-100902,Durham,NC,Durham,Single Family,5,5.0,4744,14065,1976,392464.08,395602.18,True
P-100903,Scottsdale,AZ,Maricopa,Single Family,2,1.0,2878,7827,1950,839584.84,692324.15,True
P-100904,Memphis,TN,Shelby,Single Family,7,2.0,5866,15322,1941,727792.0,787869.96,True
P-100905,Tacoma,WA,Pierce,Single Family,5,4.0,4451,5805,1946,2544659.26,2106669.37,True
P-100908,Kansas City,MO,Jackson,Single Family,1,3.0,786,9934,2007,427931.29,360396.61,True
P-100909,Queens,NY,Queens,Townhouse,2,3.5,3466,15288,1968,3010920.49,3140809.74,False
P-100910,New Orleans,LA,Orleans,Single Family,3,2.5,4072,9954,1990,374778.37,343375.92,False
P-100912,Dallas,TX,Dallas,Single Family,3,3.5,2738,5336,2007,612753.09,530981.85,True
P-100913,Wichita,KS,Sedgwick,Single Family,3,4.0,3125,13330,1928,409292.64,410569.85,False
P-100914,Baltimore,MD,Baltimore,Single Family,5,1.0,1570,9994,1935,346476.47,360969.24,True
P-100915,Tacoma,WA,Pierce,Single Family,5,1.5,6090,12090,1977,777576.57,629171.9,True
P-100916,Chicago,IL,Cook,Single Family,6,2.5,3320,4625,1926,754137.78,685010.75,True
P-100917,Atlanta,GA,Fulton,Townhouse,5,5.0,6140,11961,1977,452208.55,442643.47,True
P-100918,Tulsa,OK,Tulsa,Multi Family,4,2.0,1246,7033,1994,169978.15,178342.42,True
P-100919,Grand Rapids,MI,Kent,Townhouse,1,1.5,1554,2382,1977,579041.14,544418.87,True
P-100921,Tulsa,OK,Tulsa,Single Family,5,4.5,6212,8182,1973,418132.57,428574.19,True
P-100922,Everett,WA,Snohomish,Single Family,7,3.5,4179,7177,1946,2697752.29,2700232.74,False
P-100923,Houston,TX,Harris,Single Family,1,2.5,4427,5262,1985,479378.6,504917.62,False
P-100924,San Antonio,TX,Bexar,Condo,3,5.0,5478,13743,2019,576076.1,615960.18,False
P-100925,Denver,CO,Denver,Condo,3,5.0,1732,4365,2017,444291.47,473184.81,False
P-100926,Houston,TX,Harris,Single Family,4,4.5,3223,10977,2005,193083.71,164883.64,True
P-100927,Boise,ID,Ada,Townhouse,3,2.0,5514,16498,1974,556557.35,470363.93,False
P-100928,Seattle,WA,King,Single Family,7,4.0,1521,7330,1974,584264.64,579998.36,True
P-100929,Reno,NV,Washoe,Multi Family,2,3.0,5842,6582,1997,842457.13,835630.03,False
